-nJbGyPg6BY, 60.000, 70.000
2lM3im4QeIg, 30.000, 40.000
2zO-nlygkFo, 30.000, 40.000
5VDGoEnaayA, 0.000, 10.000
7FHHtRuAz0s, 20.000, 30.000
7oHaG3Ez5-4, 30.000, 40.000
AHoWincIkzc, 30.000, 40.000
Arp482w8r_s, 30.000, 40.000
D7TB8b2t3QE, 530.000, 540.000
D7cJVCMB7u8, 30.000, 40.000
DfCTXmNRj24, 30.000, 40.000
Fihamhv6TJo, 30.000, 40.000
H1NUFnNDcd0, 30.000, 40.000
OCTGiPOygds, 30.000, 40.000
OVhPqvG0ezA, 40.000, 50.000
OYkZxbD0vr8, 40.000, 50.000
QVuLXMpGHt0, 30.000, 40.000
RybkZKoNc0s, 30.000, 40.000
SNt6zvI-Qzo, 30.000, 40.000
Sv9Pm4AburQ, 30.000, 40.000
UUuXfyfCaL4, 170.000, 180.000
UynKj68K0VU, 30.000, 40.000
W4acKG-KSTE, 30.000, 40.000
YudutNqoRWQ, 0.000, 9.000
_sjoX8AymCA, 30.000, 40.000
bO6gUBBcniY, 30.000, 40.000
gPaoJv-NrEU, 30.000, 40.000
hpmojn45XJI, 30.000, 40.000
pAn49oUtHJE, 30.000, 40.000
sKglR9n1aFg, 30.000, 40.000
tb4tkXt3sSM, 30.000, 40.000
uH5XAeKdrjM, 150.000, 160.000
v66quqjiMtI, 30.000, 40.000
17kDSc8viaY, 170.000, 180.000
1W0qnjiRqiI, 160.000, 170.000
1_DouJRW3PM, 30.000, 40.000
2y9ikTsTsl0, 30.000, 40.000
3PliaLqMSqg, 30.000, 40.000
4DRBtsaDoCY, 120.000, 130.000
7Bon3WIhDq4, 160.000, 170.000
BW25L9uMX0Q, 270.000, 280.000
IcGBLr99nYY, 30.000, 40.000
K5rY4Cy2iHs, 140.000, 150.000
KQZixCY25QU, 200.000, 210.000
Lkg9SQwQYaE, 410.000, 420.000
M1NWfTh1C08, 570.000, 580.000
M3m_FhNfPKU, 300.000, 310.000
QUO4olgDVes, 520.000, 530.000
Uvu61DMB2Qc, 40.000, 50.000
W2ZYTeaKLag, 0.000, 10.000
gkokj7BhkAE, 220.000, 230.000
guvwGAj_xO4, 170.000, 180.000
heAw4z71lvo, 9.000, 19.000
i8o96xwalAM, 180.000, 190.000
jSC3k_UgPOI, 120.000, 130.000
l-j82fp24_U, 160.000, 170.000
oMgVmFzBrus, 30.000, 40.000
qTe2SHAFf4s, 170.000, 180.000
sPFB-z2ezXk, 490.000, 500.000
vIy0EtEeLEw, 200.000, 210.000
wM2MjZgCZho, 30.000, 40.000
yZm0BfXYvFg, 30.000, 40.000
--L3BCCcGEw, 400.000, 410.000
-0saBttFf3M, 24.000, 34.000
-4KDusm_mD0, 30.000, 40.000
-AlpLvWoLKs, 30.000, 40.000
-JqxUTqhhLU, 140.000, 150.000
-KecFw2lO5g, 170.000, 180.000
-KmqagJg6lM, 30.000, 40.000
-Pmvv9YFvsQ, 10.000, 20.000
-Wqrvzcoe7k, 90.000, 100.000
-YUhs4r8f2A, 30.000, 40.000
-bMGXC1AcWA, 30.000, 40.000
-fjg3-sh_Wg, 30.000, 40.000
-kOVklMNUGM, 30.000, 40.000
0-ygGIzPk6Y, 30.000, 40.000
01C4o4DcNK4, 30.000, 40.000
01SvT7xW52E, 30.000, 40.000
03wteHHdPnY, 170.000, 180.000
06JVJbOIFno, 0.000, 10.000
0AHLFpzzdfw, 22.000, 32.000
0AfDg-XdZic, 300.000, 310.000
0ArhYp7vur0, 30.000, 40.000
0CrjK7JES8s, 590.000, 600.000
0ER_Y6kiDDc, 230.000, 240.000
0EcfL54lGUA, 30.000, 40.000
0IQ3lxVgKxo, 30.000, 40.000
0KAWU10UO1o, 0.000, 10.000
0LUzhxAwr2k, 190.000, 200.000
0ePgDiHoenY, 0.000, 10.000
0gqQHktMvZU, 190.000, 200.000
0k24FEu3TZY, 30.000, 40.000
0kPEOTzGYgI, 250.000, 260.000
0n9jiXBgHwc, 10.000, 20.000
0nBZYJYu6Xw, 20.000, 30.000
0sPiXNsSJLU, 450.000, 460.000
0xdtozv5bLU, 30.000, 40.000
1-042dMqXLc, 20.000, 30.000
10qlLcyR9l8, 230.000, 240.000
11Iop8FeXwY, 10.000, 20.000
12uwhfHGp-s, 30.000, 40.000
17bM1ws50rk, 10.000, 20.000
18Ecd_rbNIY, 520.000, 530.000
19OU2vFGCoQ, 170.000, 180.000
1DXmTC1bUy0, 170.000, 180.000
1Fr66lnrnJQ, 30.000, 40.000
1LQO_r8Y9m4, 30.000, 40.000
1NIrfWpeyGo, 420.000, 430.000
1aPjFKOz1W4, 110.000, 120.000
1ektGLLDaaE, 130.000, 140.000
1i01QDrSQW8, 140.000, 150.000
1p9CYyk7fVo, 0.000, 10.000
1rD3M4deOmM, 20.000, 30.000
1u2lk6nAgNc, 30.000, 40.000
1vq4IpZfFLs, 90.000, 100.000
1zLHXgu7OXo, 20.000, 30.000
227tV74YVmM, 150.000, 160.000
271cEXA2vrk, 80.000, 90.000
2CHX4-BqaGM, 30.000, 40.000
2D2mIVWFj8k, 160.000, 170.000
2ERWcrUeJyQ, 170.000, 180.000
2Ftr4wa9fZA, 220.000, 230.000
2H0kdvHL4MA, 310.000, 320.000
2JGmsrujCQE, 400.000, 410.000
2JY7JVF2xnM, 6.000, 16.000
2LVSBRgNLl0, 20.000, 30.000
2TWT-0iBotE, 22.000, 32.000
2Tgd97IiAi8, 30.000, 40.000
2dJVcd47iJ8, 270.000, 280.000
2eEeOLqSFJw, 30.000, 40.000
2f-kHyG5fLk, 170.000, 180.000
2gGPqG1P7yo, 350.000, 360.000
2i6Db1mSYI0, 30.000, 40.000
2uv4nVGKWAE, 180.000, 190.000
2y2Pi0A-Yxo, 10.000, 20.000
3-lSANE2xMs, 30.000, 40.000
317iLa-c9tc, 300.000, 310.000
37YQUC1esI0, 210.000, 220.000
3A0LxYhBvj0, 190.000, 200.000
3CtC4RNYKAg, 200.000, 210.000
3OvtVWUgsQ8, 24.000, 34.000
3TchVMhavFo, 30.000, 40.000
3UGVBYBbzz8, 30.000, 40.000
3VCPr1KTtk0, 430.000, 440.000
3aYzbpZ1PZE, 30.000, 40.000
3hFbO1lEIJw, 70.000, 80.000
3isgXk_gbuA, 30.000, 40.000
3j3Q4002IMI, 30.000, 40.000
3rCeT4gjGIk, 390.000, 400.000
425oTP5Qyfs, 200.000, 210.000
452H08Sap0A, 140.000, 150.000
45C4_nH5mdY, 210.000, 220.000
4E-2AtyI_I8, 500.000, 510.000
4LccFl0wcuI, 21.000, 31.000
4PHnq_8F1ZM, 240.000, 250.000
4SQ-JmWEho8, 400.000, 410.000
4WacRrs8X_c, 50.000, 60.000
4Ymw504TzYQ, 300.000, 310.000
4Z0sQ2G7puU, 10.000, 20.000
4_ITLNi3Wx8, 22.000, 32.000
4_l3eimkuxA, 170.000, 180.000
4_orQ95QFl0, 440.000, 450.000
4cs4YUiQ-DI, 130.000, 140.000
4i7Z_Z8gd7E, 120.000, 130.000
4lvV56iMhPs, 10.000, 20.000
4m8MK8502U8, 30.000, 40.000
4mKHPElrmOo, 0.000, 10.000
4nLfnxU3SIA, 30.000, 40.000
4pS4x7xb5_8, 30.000, 40.000
4rsP5z6Yt_k, 60.000, 70.000
4z5v63UY_jA, 430.000, 440.000
53fCLL1H6Ek, 180.000, 190.000
57osz5H9Dvw, 30.000, 40.000
59D-77SoqAw, 210.000, 220.000
5DjQXcro4_M, 90.000, 100.000
5DlCbPoafow, 23.000, 33.000
5HscieNnu5Y, 230.000, 240.000
5Ij70k0DbcY, 1.000, 11.000
5LwPTenbbQg, 30.000, 40.000
5QwkY0xO-TE, 180.000, 190.000
5SPuxVBDehY, 29.000, 39.000
5STUqW63ba8, 0.000, 10.000
5U-66CNbOaU, 120.000, 130.000
5VnCWno6kDM, 260.000, 270.000
5a36vc1QfKU, 170.000, 180.000
5boURoUhUzM, 20.000, 30.000
5e266P0zvAw, 30.000, 40.000
5eiVWYx6DMo, 200.000, 210.000
5f9zO7JJb7k, 570.000, 580.000
5hCAbv4pnDM, 410.000, 420.000
5iBP-1ISM8Q, 250.000, 260.000
5nLGoZ3YUdE, 380.000, 390.000
5p9XLBtfesc, 330.000, 340.000
5pm6ks4smb8, 190.000, 200.000
5qplbiS5jl0, 200.000, 210.000
5tz6t5-8jjk, 30.000, 40.000
5ue9YQB2mUM, 30.000, 40.000
5yHIxkOXMuY, 0.000, 10.000
60abvB_lVXQ, 210.000, 220.000
61wSoHlBVjg, 110.000, 120.000
62yMicGSjoA, 380.000, 390.000
67zyxZb-wQM, 340.000, 350.000
6HaLbTYCBqk, 190.000, 200.000
6Hlzbi4J81w, 30.000, 40.000
6LkRfsRybCo, 260.000, 270.000
6P0mRGU8Z_E, 50.000, 60.000
6a8Hnuk-TiI, 30.000, 40.000
6blhNMePVcg, 30.000, 40.000
6dVI64x3r00, 20.000, 30.000
6mfCey66k1A, 160.000, 170.000
6o0mZVMfKss, 140.000, 150.000
6tMhStNYZ8w, 270.000, 280.000
6vHt2FRpEWU, 410.000, 420.000
7Dh27IwpmnQ, 0.000, 10.000
7Q4LAHcBPK4, 0.000, 10.000
7SW98O3bl4o, 510.000, 520.000
7Swiqp7yEWg, 230.000, 240.000
7ViNH1ZHB-M, 30.000, 40.000
7W0kSinVMxo, 10.000, 20.000
7Z0uc9ZAlCM, 270.000, 280.000
7_mIV6ApB6c, 30.000, 40.000
7b5VMyyIweM, 120.000, 130.000
7c4xTLG-lOk, 0.000, 10.000
7h1hwWib_hY, 480.000, 490.000
7p_ybbzYjQw, 30.000, 40.000
7xIBRt_5SOE, 30.000, 40.000
7y0Ejzdizcw, 280.000, 290.000
8-IaYZOmskM, 10.000, 20.000
804d-ZN16Jc, 10.000, 20.000
85zKoT3II6k, 30.000, 40.000
86No_uqetiM, 0.000, 10.000
86PXZd6Qt9I, 250.000, 260.000
8F7zzU9R7WA, 10.000, 20.000
8RBlWITES0Y, 60.000, 70.000
8X0AMPYStYI, 310.000, 320.000
8XFBB2m7WWI, 170.000, 180.000
8ae0RYa98sQ, 280.000, 290.000
8bR-crBQvA4, 90.000, 100.000
8fHco00na5o, 30.000, 40.000
8fYpSl2RN2M, 30.000, 40.000
8g8tzU6Cklc, 110.000, 120.000
8gS-S2099xg, 230.000, 240.000
8gfpOUdUVEY, 100.000, 110.000
8injjiGEySw, 270.000, 280.000
8ishaG9pyMA, 30.000, 40.000
8oY66KUPUTo, 30.000, 40.000
8piCU9079nM, 540.000, 550.000
8wp29e0BWEY, 240.000, 250.000
9-fJVKgbc3A, 30.000, 40.000
97XDRe9nM5s, 30.000, 40.000
9AvH1iA2Rgs, 170.000, 180.000
9BcUXtLAOmI, 140.000, 150.000
9EwpOXBYtCo, 30.000, 40.000
9Fi2Fk9NwwA, 480.000, 490.000
9GsXu3f_16M, 10.000, 20.000
9dMVChmyyfI, 30.000, 40.000
9lUFrrt7cM4, 580.000, 590.000
9ps1CZOYELk, 0.000, 10.000
9raFyzeyArg, 30.000, 40.000
9vg47uIa9UI, 410.000, 420.000
9yUMSmRyRLo, 320.000, 330.000
A-5lcNgiepI, 10.000, 20.000
A-_bLtto_Y8, 430.000, 440.000
A1-qvg8Inys, 340.000, 350.000
A2kQA_hcJLk, 450.000, 460.000
A3mgpoGjh1Q, 140.000, 150.000
AAZcG7jdREs, 220.000, 230.000
ADD8OmC8G_Q, 280.000, 290.000
AGStbFLH0rM, 30.000, 40.000
AH1Nd5qO5kQ, 0.000, 5.000
AHfbw5HCj9I, 210.000, 220.000
AJ_oMvrPZuQ, 30.000, 40.000
AOF4cJw6wVI, 30.000, 40.000
ASnABr4_t-E, 80.000, 90.000
AZf-xA6p_ec, 30.000, 40.000
AacfMb1ZZ9U, 260.000, 270.000
AbPYmnj0_Zo, 130.000, 140.000
AkiTPf5aJn4, 150.000, 160.000
ArRqMABvjMk, 40.000, 50.000
Aslpvm3gQb0, 30.000, 40.000
AtYnOsSVVfE, 30.000, 40.000
AxvN5SDWZ74, 30.000, 40.000
B4AgqUBn4Fg, 380.000, 390.000
B4SmZNzd0Vs, 30.000, 40.000
B5530ni95mw, 230.000, 240.000
B9rRFttp4L4, 340.000, 350.000
BGZPCgj9k2o, 30.000, 40.000
BI6C81qyNgo, 220.000, 230.000
BNi6uWIYYbc, 30.000, 40.000
BTslOmmkTYk, 180.000, 190.000
BeZEcvrrLtY, 80.000, 90.000
Bm9hyDf_YkQ, 310.000, 320.000
BoXorZKh7v8, 270.000, 280.000
Buo5qxEFxBg, 20.000, 30.000
Bv9KFSzfcNo, 80.000, 90.000
BvADhwmbWFw, 30.000, 40.000
CCp3CWpiPUE, 70.000, 80.000
CK1NSDcw3hM, 30.000, 40.000
CVdOVCtwTBY, 30.000, 40.000
C_nDedbTPWg, 30.000, 40.000
Ca_Ma5uwJCc, 300.000, 310.000
CbPQ2DPdRLk, 210.000, 220.000
ChQkuSLJ_zA, 60.000, 70.000
CiMfyC3I1P4, 30.000, 40.000
CsSHvKwdDYI, 300.000, 310.000
CtxqajEzYsw, 150.000, 160.000
D-Mg1sp1hRU, 0.000, 10.000
D11Pjx8ueIM, 30.000, 40.000
D1v8o0Rk2Ww, 200.000, 210.000
D9UjJd3Npeg, 340.000, 350.000
DA6CrCf5_E8, 30.000, 40.000
DAxdH9iX8Gg, 560.000, 570.000
DH_DFfQBIHU, 250.000, 260.000
DTBAHfJVisM, 280.000, 290.000
DVyYhT_tRjs, 190.000, 200.000
DXviXD8cZsY, 250.000, 260.000
D_VbHfgPVlg, 180.000, 190.000
Di8ObI7dki8, 330.000, 340.000
DlyUeQGh1hE, 110.000, 120.000
DrUyviMWotM, 0.000, 10.000
DuAjdf37tLM, 480.000, 490.000
DuJq8ouhPqg, 90.000, 100.000
Dv6sa3sDEYY, 130.000, 140.000
Dw1lIVBE-gI, 30.000, 40.000
DzPTgW2Er5k, 370.000, 380.000
E8pqau9WdT8, 520.000, 530.000
ELnvELHYRhk, 400.000, 410.000
EPSPjAR8ztY, 30.000, 40.000
EWokRrHmSYs, 30.000, 40.000
E_NR3lmcb8Q, 70.000, 80.000
Ea76qDF5_4k, 20.000, 30.000
EaXYLpRZ0FM, 560.000, 570.000
Edqj2eT240E, 30.000, 40.000
EuoVd3uTaeU, 30.000, 40.000
EvcscGBLPH8, 290.000, 300.000
FDrcD4qEjH8, 350.000, 360.000
FHK2RotEKGw, 170.000, 180.000
FSWW_chy8a4, 30.000, 40.000
FWPZLH1KxzM, 260.000, 270.000
FZJH1QnKqDs, 520.000, 530.000
Fd_FcYXrzNY, 470.000, 480.000
Fl0nsq7dU9M, 30.000, 40.000
FlkUkQjiCxQ, 380.000, 390.000
FmrJ13mJoDA, 2.000, 12.000
FnUJKaQ5y3I, 40.000, 50.000
Fo-7zVqt1ew, 30.000, 40.000
FoS5FX0mz8c, 150.000, 160.000
FrktXJNQUKE, 580.000, 590.000
Frw6t2jQiuE, 120.000, 130.000
FvdalxmMywY, 10.000, 20.000
FzeILfCqj4Y, 170.000, 180.000
G2kfsLDgwFU, 220.000, 230.000
G84EWRY6CrQ, 240.000, 250.000
GL14yddso1U, 180.000, 190.000
GLiAvaXMN28, 30.000, 40.000
GV667JG_2jo, 30.000, 40.000
GVrmd6Ha8a0, 500.000, 510.000
GYETTNAI5mY, 270.000, 280.000
GZq4ZH9N0NA, 30.000, 40.000
Ga1JmlV6nIs, 170.000, 180.000
GgXsKzvjVTI, 20.000, 30.000
Gi_Ezhp0gns, 90.000, 100.000
GvvATwxg8h4, 330.000, 340.000
H-g_YXcGshA, 60.000, 70.000
H0dowzOU4c8, 150.000, 160.000
H6ZMHiWqiv0, 80.000, 90.000
H6go2KeC_NY, 30.000, 40.000
HMxNxpw0Lrg, 280.000, 290.000
HXwYqGau-mk, 230.000, 240.000
HaQNEB6XGss, 60.000, 70.000
HtlDBwIJ6cw, 30.000, 40.000
Hzkskd3qfA4, 180.000, 190.000
IJtYFtBmpCU, 560.000, 570.000
IS4sZapkG-k, 30.000, 40.000
IZMA48czU5w, 60.000, 70.000
IbXfrZt-6pw, 60.000, 70.000
IflC40tgpZE, 19.000, 29.000
Ikp7aG-1uno, 0.000, 10.000
Ime-GN-7Vv8, 20.000, 30.000
J4QD8GtmfBU, 380.000, 390.000
J4WPlYbZM48, 130.000, 140.000
J747_jtNRy0, 40.000, 50.000
J9YTBHF56mg, 4.000, 14.000
JHgHt-bGjTA, 240.000, 250.000
JIiMlCU-lAQ, 480.000, 490.000
JJ7GHt3lu0E, 10.000, 20.000
JM8d_Arjz6g, 110.000, 120.000
JNvCyok3C7k, 250.000, 260.000
JVt8VeszKHc, 140.000, 150.000
JaFEVlLKh9M, 90.000, 100.000
JcyuSC7zMsI, 80.000, 90.000
JkA1KzQdqzE, 280.000, 290.000
JnFpbZcv9Uw, 290.000, 300.000
K-gwiF5KXFM, 150.000, 160.000
K0QTdZGyrI4, 30.000, 40.000
K2kIOBeCfuo, 140.000, 150.000
KHEjqi-b6zs, 0.000, 10.000
KHL_hLaK6M4, 30.000, 40.000
KKwzE0gpdqA, 0.000, 10.000
KYzn2GGzaPM, 30.000, 40.000
Kieu2QbbYRc, 210.000, 220.000
Kj3PV_TWy5I, 140.000, 150.000
Kl6ft3b_U70, 410.000, 420.000
KpOvq55E8tU, 520.000, 530.000
KsRgV4OpGLY, 540.000, 550.000
L4f4yBnJFRY, 320.000, 330.000
LBxEUejyDMw, 470.000, 480.000
LE_bXQnKI80, 80.000, 90.000
LJ1vwuBVc3I, 250.000, 260.000
LJb7crmmsPQ, 90.000, 100.000
LQ813OAi7Bw, 30.000, 40.000
LSP6N2BrZak, 240.000, 250.000
L_CNz9Vrtkw, 100.000, 110.000
LfR5Kb7H4VE, 30.000, 40.000
Lha0fjiOILI, 480.000, 490.000
LhmtkBLC_4M, 190.000, 200.000
LoiLbxoK2Ow, 0.000, 10.000
LqgX7CqeKoI, 190.000, 200.000
LqzRdRNHnso, 0.000, 10.000
LwZccHVIB28, 470.000, 480.000
Lz-vrIs4pzM, 30.000, 40.000
M00zntqVOQ0, 250.000, 260.000
M21w0OqsvUE, 30.000, 40.000
MAarI5nHork, 270.000, 280.000
MF-kw460P1Q, 150.000, 160.000
MJQc-nVXO_8, 23.000, 33.000
MMo_zqHbkQQ, 80.000, 90.000
MQy9h9iIS8U, 250.000, 260.000
MRdbCUgflRU, 16.000, 26.000
MgtSPTHTPLs, 200.000, 210.000
MhxhcZMEOGg, 50.000, 60.000
MqbACETeXvc, 440.000, 450.000
MrDDhjrV9us, 60.000, 70.000
Mrefj-bywP4, 0.000, 10.000
MxDpojd3qrA, 10.000, 20.000
NBy9Hgc4D7s, 380.000, 390.000
NFjS9fTKOL4, 30.000, 40.000
NJ7IQgDh8dY, 10.000, 20.000
NL7dvcrkwu0, 310.000, 320.000
NQ1ehrtyyMg, 380.000, 390.000
NS3brbiBM-4, 30.000, 40.000
NU75ToG2r0Q, 530.000, 540.000
NVV7NcaQ2zs, 100.000, 110.000
NWR98SWUHSI, 230.000, 240.000
NXbLD2ibHmU, 140.000, 150.000
NZqMtSQXH3c, 130.000, 140.000
N_rUBpwDxys, 220.000, 230.000
N_tnqrFK9iY, 280.000, 290.000
NaKJ9c59kfo, 300.000, 310.000
NbcYngI5kh0, 180.000, 190.000
Ni4GJgbEV1w, 520.000, 530.000
Nndr1xAhx3o, 550.000, 560.000
Nr2zCh25DoU, 30.000, 40.000
NrpRFjKvjGQ, 0.000, 10.000
Nrq0-X2Oy8c, 30.000, 40.000
Ntj4hqCBB10, 0.000, 10.000
NzJn1o06dVI, 190.000, 200.000
O5yy0CelMEw, 140.000, 150.000
O8F1h6lZeKQ, 180.000, 190.000
ODPScAbmxsU, 30.000, 40.000
OOMTU5jsUvQ, 330.000, 340.000
OXFTVTpPucE, 130.000, 140.000
OgkapV7ODp8, 0.000, 10.000
OqpuMxjAYTs, 160.000, 170.000
OtxpdKYSKMQ, 190.000, 200.000
OwqGxt-BgoI, 270.000, 280.000
OxM9cBdvewo, 0.000, 10.000
P-UdUEoT93U, 330.000, 340.000
P6fVGsZJvoM, 70.000, 80.000
P9gADp-2kUg, 330.000, 340.000
PLAGWDmgHp8, 490.000, 500.000
PLAxGtVzOoY, 170.000, 180.000
PNQ6f_P0OLc, 60.000, 70.000
PQkULHurhlQ, 70.000, 80.000
